Genome	CheckM Completeness	CheckM Contamination	# tRNAs (AA)	16S rRNA	GTDB Taxonomy	dRep Species Cluster	station	depth	depth layer	latitude	longitude	size fraction	temperature (°C)	oxygen (µmol/kg)
TARA_SAMEA2620666_METAG_GIDMECPM	96.75	0.32	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella sp002733705	1121_1	TARA_056	1000.0	MES	-15.3379	43.2948	0.22-3	6.1958	88.8898
TARA_SAMEA2620666_METAG_HBJCCDFM	92.83	3.04	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp002695185	1056_1	TARA_056	1000.0	MES	-15.3379	43.2948	0.22-3	6.1958	88.8898
TARA_SAMEA2620666_METAG_EDMBPCLD	92.6	2.97	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2137;s__UBA2137 sp002695035	1497_1	TARA_056	1000.0	MES	-15.3379	43.2948	0.22-3	6.1958	88.8898
TARA_SAMEA2622097_METAG_NFKPCCND	94.08	0.0	18.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002715825	228_2	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_DNGGBMJM	90.24	0.0	17.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002684575	2490_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_DKMMMDIM	95.14	0.54	17.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	3349_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_CJDFGJHP	95.04	0.28	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii	1683_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_LGOAIEML	93.74	0.0	17.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002692605	2528_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_ECJHKAMO	92.43	0.17	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377;s__	2633_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_HBPMPIGL	98.11	0.25	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_A;s__Alteromonas_A sp002335925	451_2	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_BMEACDEL	96.24	0.54	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__	3421_0	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_HMNDCNBK	94.78	0.27	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002420235	21_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_PNKFOLCJ	93.98	1.2	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__	5884_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_DMMKGHCB	93.19	0.99	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA8649;g__UBA8649;s__UBA8649 sp002708985	2274_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_BBADCCBB	92.65	1.08	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__UBA11663 sp002313415	6_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622097_METAG_JNANGMHD	91.81	1.71	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002348825	514_1	TARA_100	5.0	EPI	-13.0023	-95.9759	0.22-3	25.3495	201.0109
TARA_SAMEA2622149_METAG_COGIFFDO	97.26	3.66	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA9619;s__UBA9619 sp002718155	157_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_ANGGDELM	98.2	2.17	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__GCA-2731375 sp002731375	920_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_ENLLIFBN	96.04	0.52	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae	696_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_FEMNCMMF	95.83	1.71	16.0	0.0	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SCGCAAA288-L16;s__SCGCAAA288-L16 sp002731985	2553_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_DOFNAPGK	95.53	3.42	16.0	0.0	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SCGCAAA288-L16;s__SCGCAAA288-L16 sp003451695	2552_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_PPIPNOMF	95.24	0.68	17.0	1.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002501065	234_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_OJCMJHGM	94.89	1.08	21.0	1.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__UBA7888;s__UBA7888 sp002500505	2647_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_MFLCIKLO	91.0	0.35	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__UBA7887;s__UBA7887 sp002501105	731_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_HHKLFOPN	90.48	1.68	16.0	0.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785	2270_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_MNCNJGHE	90.21	1.19	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-2718455;s__GCA-2718455 sp002718455	6115_3	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_NFDLNHDH	97.99	0.0	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__UBA1328;s__UBA1328 sp002501045	6377_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_IIKHAJAF	95.13	0.7	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	1687_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_IFAHONIA	92.41	0.0	19.0	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025	2502_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_PDNNHHPM	91.08	2.2	20.0	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002501085	118_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_AAEJBKAF	97.09	0.0	17.0	0.0	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002730325	2749_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_CIHHNJCH	96.7	0.5	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__GCA-2730555 sp002730555	6295_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_MAIBIKAE	94.79	1.28	18.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002329075	771_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_GFKHBGHO	94.51	3.85	19.0	0.0	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA12574;s__UBA12574 sp002712305	250_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_OOOLMODB	92.74	2.99	17.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA3125;s__UBA3125 sp002501135	766_2	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_MMEOGIPH	92.72	1.05	16.0	0.0	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	2743_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622149_METAG_GMNJKNGM	92.28	0.91	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA5680;g__UBA5680;s__UBA5680 sp002420425	141_1	TARA_100	177.0	EPI	-12.9794	-96.0232	0.22-3	12.8064	3.4942
TARA_SAMEA2622119_METAG_JEJNGPMI	98.13	0.75	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis	1098_1	TARA_100	50.0	EPI	-12.9723	-96.0122	0.22-3	22.5967	216.6781
TARA_SAMEA2622119_METAG_CKEFGNEL	97.51	0.25	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479;s__	989_2	TARA_100	50.0	EPI	-12.9723	-96.0122	0.22-3	22.5967	216.6781
TARA_SAMEA2622119_METAG_AHPOGDIA	99.05	0.3	20.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter sp002296035	2655_1	TARA_100	50.0	EPI	-12.9723	-96.0122	0.22-3	22.5967	216.6781
TARA_SAMEA2622119_METAG_PHKLCDPD	98.88	0.0	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797;s__UBA7797 sp002480645	1636_1	TARA_100	50.0	EPI	-12.9723	-96.0122	0.22-3	22.5967	216.6781
TARA_SAMEA2622119_METAG_CANOOOHB	100.0	0.0	18.0	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA5081;s__UBA5081 sp002415785	3436_1	TARA_100	50.0	EPI	-12.9723	-96.0122	0.22-3	22.5967	216.6781
TARA_SAMEA2622119_METAG_DKGGHKAK	93.22	0.98	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp002354605	645_1	TARA_100	50.0	EPI	-12.9723	-96.0122	0.22-3	22.5967	216.6781
TARA_SAMEA2622119_METAG_DDKAAOLH	94.59	0.0	18.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA1977;g__UBA1977;s__UBA1977 sp002313355	4154_1	TARA_100	50.0	EPI	-12.9723	-96.0122	0.22-3	22.5967	216.6781
TARA_SAMEA2620413_METAG_KIKEPFNH	98.45	0.99	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter sp002296035	2655_1	TARA_048	5.0	EPI	-9.3921	66.4228	0.1-0.22	29.8181	187.35
TARA_SAMEA2620413_METAG_NMKFEOHF	98.06	1.77	20.0	1.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp002313585	806_1	TARA_048	5.0	EPI	-9.3921	66.4228	0.1-0.22	29.8181	187.35
TARA_SAMEA2620413_METAG_LOJGNKDC	91.51	1.3	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A flavus	1071_1	TARA_048	5.0	EPI	-9.3921	66.4228	0.1-0.22	29.8181	187.35
TARA_SAMEA2620413_METAG_OKCJEKJA	90.17	1.38	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	694_1	TARA_048	5.0	EPI	-9.3921	66.4228	0.1-0.22	29.8181	187.35
TARA_SAMEA2620413_METAG_GLKBFLDN	99.15	0.46	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium bathyomarinum	1066_1	TARA_048	5.0	EPI	-9.3921	66.4228	0.1-0.22	29.8181	187.35
TARA_SAMEA2620404_METAG_JFDHOAMA	98.34	0.0	17.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002692605	2528_1	TARA_048	5.0	EPI	-9.3921	66.4228	0.22-1.6	29.8181	187.35
TARA_SAMEA2620404_METAG_GAPCBJOG	92.33	0.0	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25;s__TMED25 sp002694595	4175_2	TARA_048	5.0	EPI	-9.3921	66.4228	0.22-1.6	29.8181	187.35
TARA_SAMEA2622763_METAG_MAAFEBAJ	98.78	0.77	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans_A	685_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.1-0.22	26.5724	190.3782
TARA_SAMEA2622763_METAG_DDDNMJLC	93.78	0.55	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera;s__Rheinheimera sp002862515	167_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.1-0.22	26.5724	190.3782
TARA_SAMEA2622763_METAG_MNJLKKHG	98.82	0.0	20.0	1.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875	2501_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.1-0.22	26.5724	190.3782
TARA_SAMEA2622764_METAG_ALMLMAMN	98.26	1.41	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830;s__UBA830 sp002471575	982_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-0.45	26.5724	190.3782
TARA_SAMEA2622764_METAG_OLCGPNDJ	97.83	1.0	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis	2707_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-0.45	26.5724	190.3782
TARA_SAMEA2622764_METAG_COJGOHCA	97.75	0.0	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797;s__UBA7797 sp002480645	1636_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-0.45	26.5724	190.3782
TARA_SAMEA2622764_METAG_GDLJBKIC	94.87	2.99	18.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002719235	2452_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-0.45	26.5724	190.3782
TARA_SAMEA2622764_METAG_DLIIDONE	98.21	0.89	19.0	0.0	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__UBA6776;s__UBA6776 sp002453155	4844_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-0.45	26.5724	190.3782
TARA_SAMEA2622764_METAG_JEJGAJGI	98.92	4.3	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002720535	4815_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-0.45	26.5724	190.3782
TARA_SAMEA2622766_METAG_KENIBHCH	98.89	2.76	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665	704_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_GFDLGHPP	94.22	1.09	15.0	0.0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_A;s__	4276_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_HMICCCOP	98.84	1.49	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira sp002709775	898_0	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_HBJBJOMI	98.79	0.52	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	694_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_EDDOGMGI	98.51	1.0	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA830;g__UBA830;s__UBA830 sp002471575	982_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_CKNHBMFD	97.29	0.25	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285	45_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_DIHIBLAE	97.11	1.78	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002711555	6276_2	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_HILBNNEI	97.06	1.12	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA7797;s__UBA7797 sp002480645	1636_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_PAPLMLMG	96.4	0.0	21.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002701385	2405_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_HNKKLNLI	90.79	3.04	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__TMED69;g__;s__	2860_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_CGEHJPAL	100.0	0.04	20.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002500665	2522_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_CBIMLOEF	98.84	0.54	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__GCA-002722245;s__GCA-002722245 sp002717515	3763_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_PMDMNEDG	97.44	2.99	21.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002296525	2377_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_FDFJEPOA	96.61	0.0	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-002708145;s__GCA-002708145 sp002728715	6114_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_MAFLBACE	95.8	3.66	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002694065	172_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_CEBMDDGC	91.8	0.0	17.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100;s__UBA1100 sp003517285	2414_2	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_CCDAFOBI	99.46	0.0	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA852;s__UBA852 sp002295925	3373_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_ILAMPCFE	97.01	2.14	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002719235	2452_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_EPEBAONN	94.31	0.0	19.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002719095;g__;s__	3191_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_LNOJOHMB	96.77	0.0	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002720535	4815_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_NJNGEMOJ	96.72	0.32	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625;s__	4045_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622766_METAG_AOMHALMD	90.17	0.0	20.0	0.0	d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA817;f__UBA817;g__UBA817;s__UBA817 sp002296285	2300_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.22-3	26.5724	190.3782
TARA_SAMEA2622765_METAG_MAMIPFJC	97.78	2.76	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665	704_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_MHBAPCGP	97.78	0.95	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002722295	1104_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_NBAIIJFA	99.17	0.44	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002720475	1171_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
TARA_SAMEA2622765_METAG_CGEGLBBL	98.78	0.0	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA7805;g__UBA7805;s__UBA7805 sp002480485	2863_1	TARA_124	5.0	EPI	-9.1504	-140.5216	0.45-0.8	26.5724	190.3782
